BiotoPi Daemon Logfile
2018-01-28 09:11:18 null Running...
2018-01-28 09:11:19 null Running...
2018-01-28 09:11:19 null Running...
2018-01-28 09:11:19 null Running...
2018-01-28 09:11:20 null Running...
2018-01-28 09:11:20 null Running...
2018-01-28 09:11:20 null Running...
2018-01-28 09:11:21 null Running...
2018-01-28 09:11:21 null Running...
2018-01-28 09:11:21 null Running...
2018-01-28 09:11:22 null Running...
2018-01-28 09:11:22 null Running...
2018-01-28 09:11:22 null Running...
2018-01-28 09:11:23 null Running...
2018-01-28 09:11:23 null Running...
2018-01-28 09:11:23 null Running...
2018-01-28 09:11:24 null Running...
2018-01-28 09:11:24 null Running...
2018-01-28 09:11:24 null Running...
2018-01-28 09:11:25 null Running...
2018-01-28 09:11:25 null Running...
2018-01-28 09:11:25 null Running...
2018-01-28 09:11:26 null Running...
2018-01-28 09:11:26 null Running...
2018-01-28 09:11:26 null Running...
2018-01-28 09:11:27 null Running...
2018-01-28 09:11:27 null Running...
2018-01-28 09:11:27 null Running...
2018-01-28 09:11:28 null Running...
2018-01-28 09:11:28 null Running...
2018-01-28 09:11:28 null Running...
2018-01-28 09:11:29 null Running...
2018-01-28 09:11:29 null Running...
2018-01-28 09:11:29 null Running...
2018-01-28 09:11:30 null Running...
2018-01-28 09:11:30 null Running...
2018-01-28 09:11:30 null Running...
2018-01-28 09:11:31 null Running...
2018-01-28 09:11:31 null Running...
2018-01-28 09:11:31 null Running...
2018-01-28 09:11:32 null Running...
2018-01-28 09:11:32 null Running...
2018-01-28 09:11:32 null Running...
2018-01-28 09:11:33 null Running...
2018-01-28 09:11:33 null Running...
2018-01-28 09:11:33 null Running...
2018-01-28 09:11:34 null Running...
2018-01-28 09:11:34 null Running...
2018-01-28 09:11:34 null Running...
2018-01-28 09:11:35 null Running...
2018-01-28 09:11:35 null Running...
2018-01-28 09:11:35 null Running...
2018-01-28 09:11:36 null Running...
2018-01-28 09:11:36 null Running...
2018-01-28 09:11:36 null Running...
2018-01-28 09:11:37 null Running...
2018-01-28 09:11:37 null Running...
2018-01-28 09:11:37 null Running...
2018-01-28 09:11:38 null Running...
2018-01-28 09:11:38 null Running...
2018-01-28 09:11:38 null Running...
2018-01-28 09:11:39 null Running...
2018-01-28 09:11:39 null Running...
2018-01-28 09:11:39 null Running...
2018-01-28 09:11:40 null Running...
2018-01-28 09:11:40 null Running...
2018-01-28 09:11:40 null Running...
2018-01-28 09:11:41 null Running...
2018-01-28 09:11:41 null Running...
2018-01-28 09:11:41 null Running...
2018-01-28 09:11:42 null Running...
2018-01-28 09:11:42 null Running...
2018-01-28 09:11:57 null Running...
2018-01-28 09:11:58 null Running...
2018-01-28 09:11:59 null Running...
2018-01-28 09:12:00 null Running...
2018-01-28 09:12:29 null Running...
2018-01-28 09:12:30 null Running...
2018-01-28 09:12:31 null Running...
2018-01-28 09:12:32 null Running...
2018-01-28 09:12:33 null Running...
2018-01-28 09:12:34 null Running...
2018-01-28 09:12:35 null Running...
2018-01-28 09:12:36 null Running...
2018-01-28 09:12:37 null Running...
2018-01-28 09:12:38 null Running...
2018-01-28 09:12:39 null Running...
2018-01-28 09:12:40 null Running...
2018-01-28 09:12:41 null Running...
2018-01-28 09:12:42 null Running...
2018-01-28 09:12:43 null Running...
2018-01-28 09:12:44 null Running...
2018-01-28 09:12:45 null Running...
2018-01-28 09:12:46 null Running...
2018-01-28 09:12:47 null Running...
2018-01-28 09:12:48 null Running...
2018-01-28 09:12:49 null Running...
2018-01-28 09:12:50 null Running...
2018-01-28 09:12:51 null Running...
2018-01-28 09:12:52 null Running...
2018-01-28 09:12:53 null Running...
2018-01-28 09:12:54 null Running...
2018-01-28 09:12:55 null Running...
2018-01-28 09:12:56 null Running...
2018-01-28 09:12:57 null Running...
2018-01-28 09:12:58 null Running...
2018-01-28 09:12:59 null Running...
2018-01-28 09:13:00 null Running...
2018-01-28 09:13:01 null Running...
2018-01-28 09:13:02 null Running...
2018-01-28 09:13:03 null Running...
2018-01-28 09:13:04 null Running...
2018-01-28 09:13:05 null Running...
2018-01-28 09:13:06 null Running...
2018-01-28 09:13:07 null Running...
2018-01-28 09:13:08 null Running...
2018-01-28 09:13:09 null Running...
2018-01-28 09:13:10 null Running...
2018-01-28 09:13:11 null Running...
2018-01-28 09:13:12 null Running...
2018-01-28 09:13:13 null Running...
2018-01-28 09:13:14 null Running...
2018-01-28 09:13:15 null Running...
2018-01-28 09:13:16 null Running...
2018-01-28 09:13:17 null Running...
2018-01-28 09:13:18 null Running...
2018-01-28 09:13:19 null Running...
2018-01-28 09:13:20 null Running...
2018-01-28 09:13:21 null Running...
2018-01-28 09:13:22 null Running...
2018-01-28 09:13:23 null Running...
2018-01-28 09:13:24 null Running...
2018-01-28 09:13:25 null Running...
2018-01-28 09:13:26 null Running...
2018-01-28 09:13:27 null Running...
2018-01-28 09:13:28 null Running...
2018-01-28 09:13:29 null Running...
2018-01-28 09:13:30 null Running...
2018-01-28 09:13:31 null Running...
2018-01-28 09:13:32 null Running...
2018-01-28 09:13:33 null Running...
2018-01-28 09:13:34 null Running...
2018-01-28 09:13:35 null Running...
2018-01-28 09:13:36 null Running...
2018-01-28 09:13:37 null Running...
2018-01-28 09:13:38 null Running...
2018-01-28 09:13:39 null Running...
2018-01-28 09:13:40 null Running...
2018-01-28 09:13:41 null Running...
2018-01-28 09:13:42 null Running...
2018-01-28 09:13:43 null Running...
2018-01-28 09:13:44 null Running...
2018-01-28 09:13:45 null Running...
2018-01-28 09:13:46 null Running...
2018-01-28 09:13:47 null Running...
2018-01-28 09:13:48 null Running...
2018-01-28 09:13:49 null Running...
2018-01-28 09:13:50 null Running...
2018-01-28 09:13:51 null Running...
2018-01-28 09:13:52 null Running...
2018-01-28 09:13:53 null Running...
2018-01-28 09:13:54 null Running...
2018-01-28 09:13:55 null Running...
2018-01-28 09:13:56 null Running...
2018-01-28 09:13:57 null Running...
2018-01-28 09:13:58 null Running...
2018-01-28 09:13:59 null Running...
2018-01-28 09:14:00 null Running...
2018-01-28 09:14:01 null Running...
2018-01-28 09:14:02 null Running...
2018-01-28 09:14:03 null Running...
2018-01-28 09:14:04 null Running...
2018-01-28 09:14:05 null Running...
2018-01-28 09:14:06 null Running...
2018-01-28 09:14:07 null Running...
2018-01-28 09:14:08 null Running...
2018-01-28 09:14:09 null Running...
2018-01-28 09:14:10 null Running...
2018-01-28 09:14:11 null Running...
2018-01-28 09:14:12 null Running...
2018-01-28 09:14:13 null Running...
2018-01-28 09:14:14 null Running...
2018-01-28 09:14:15 null Running...
2018-01-28 09:14:16 null Running...
2018-01-28 09:14:17 null Running...
2018-01-28 09:14:18 null Running...
2018-01-28 09:14:19 null Running...
2018-01-28 09:14:20 null Running...
2018-01-28 09:14:21 null Running...
2018-01-28 09:14:22 null Running...
2018-01-28 09:14:23 null Running...
2018-01-28 09:14:24 null Running...
2018-01-28 09:14:25 null Running...
2018-01-28 09:14:26 null Running...
2018-01-28 09:14:27 null Running...
2018-01-28 09:14:28 null Running...
2018-01-28 09:14:29 null Running...
2018-01-28 09:14:30 null Running...
2018-01-28 09:14:31 null Running...
2018-01-28 09:14:32 null Running...
2018-01-28 09:14:33 null Running...
2018-01-28 09:14:34 null Running...
2018-01-28 09:14:35 null Running...
2018-01-28 09:14:36 null Running...
2018-01-28 09:14:37 null Running...
2018-01-28 09:14:38 null Running...
2018-01-28 09:14:39 null Running...
2018-01-28 09:14:40 null Running...
2018-01-28 09:14:41 null Running...
2018-01-28 09:14:42 null Running...
2018-01-28 09:14:43 null Running...
2018-01-28 09:14:44 null Running...
2018-01-28 09:14:45 null Running...
2018-01-28 09:14:46 null Running...
2018-01-28 09:14:47 null Running...
2018-01-28 09:14:48 null Running...
2018-01-28 09:14:49 null Running...
2018-01-28 09:14:50 null Running...
2018-01-28 09:14:51 null Running...
2018-01-28 09:14:52 null Running...
2018-01-28 09:14:53 null Running...
2018-01-28 09:14:54 null Running...
2018-01-28 09:14:55 null Running...
2018-01-28 09:14:56 null Running...
2018-01-28 09:14:57 null Running...
2018-01-28 09:14:58 null Running...
2018-01-28 09:14:59 null Running...
2018-01-28 09:15:00 null Running...
2018-01-28 09:15:01 null Running...
2018-01-28 09:15:02 null Running...
2018-01-28 09:15:03 null Running...
2018-01-28 09:15:04 null Running...
2018-01-28 09:15:05 null Running...
2018-01-28 09:15:06 null Running...
2018-01-28 09:15:07 null Running...
2018-01-28 09:15:08 null Running...
2018-01-28 09:15:09 null Running...
2018-01-28 09:15:10 null Running...
2018-01-28 09:15:11 null Running...
2018-01-28 09:15:12 null Running...
2018-01-28 09:15:13 null Running...
2018-01-28 09:15:14 null Running...
2018-01-28 09:15:15 null Running...
2018-01-28 09:15:16 null Running...
2018-01-28 09:15:17 null Running...
2018-01-28 09:15:18 null Running...
2018-01-28 09:15:19 null Running...
2018-01-28 09:15:20 null Running...
2018-01-28 09:15:21 null Running...
2018-01-28 09:15:22 null Running...
2018-01-28 09:15:23 null Running...
2018-01-28 09:15:24 null Running...
2018-01-28 09:15:25 null Running...
2018-01-28 09:15:26 null Running...
2018-01-28 09:15:27 null Running...
2018-01-28 09:15:28 null Running...
2018-01-28 09:15:29 null Running...
2018-01-28 09:15:30 null Running...
2018-01-28 09:15:31 null Running...
2018-01-28 09:15:32 null Running...
2018-01-28 09:15:33 null Running...
2018-01-28 09:15:34 null Running...
2018-01-28 09:15:35 null Running...
2018-01-28 09:15:36 null Running...
2018-01-28 09:15:37 null Running...
2018-01-28 09:15:38 null Running...
2018-01-28 09:15:39 null Running...
2018-01-28 09:15:40 null Running...
2018-01-28 09:15:41 null Running...
2018-01-28 09:15:42 null Running...
2018-01-28 09:15:43 null Running...
2018-01-28 09:15:44 null Running...
2018-01-28 09:15:45 null Running...
2018-01-28 09:15:46 null Running...
2018-01-28 09:15:47 null Running...
2018-01-28 09:15:48 null Running...
2018-01-28 09:15:49 null Running...
2018-01-28 09:15:50 null Running...
2018-01-28 09:15:51 null Running...
2018-01-28 09:15:52 null Running...
2018-01-28 09:15:53 null Running...
2018-01-28 09:15:54 null Running...
2018-01-28 09:15:55 null Running...
2018-01-28 09:15:56 null Running...
2018-01-28 09:15:57 null Running...
2018-01-28 09:15:58 null Running...
2018-01-28 09:15:59 null Running...
2018-01-28 09:16:00 null Running...
2018-01-28 09:16:01 null Running...
2018-01-28 09:16:02 null Running...
2018-01-28 09:16:03 null Running...
2018-01-28 09:16:04 null Running...
2018-01-28 09:16:05 null Running...
2018-01-28 09:16:06 null Running...
2018-01-28 09:16:07 null Running...
2018-01-28 09:16:08 null Running...
2018-01-28 09:16:09 null Running...
2018-01-28 09:16:10 null Running...
2018-01-28 09:16:11 null Running...
2018-01-28 09:16:12 null Running...
2018-01-28 09:16:13 null Running...
2018-01-28 09:16:14 null Running...
2018-01-28 09:16:15 null Running...
2018-01-28 09:16:16 null Running...
2018-01-28 09:16:17 null Running...
2018-01-28 09:16:18 null Running...
2018-01-28 09:16:19 null Running...
2018-01-28 09:16:20 null Running...
2018-01-28 09:16:21 null Running...
2018-01-28 09:16:22 null Running...
2018-01-28 09:16:23 null Running...
2018-01-28 09:16:24 null Running...
2018-01-28 09:16:25 null Running...
2018-01-28 09:16:26 null Running...
2018-01-28 09:16:27 null Running...
2018-01-28 09:16:28 null Running...
2018-01-28 09:16:29 null Running...
2018-01-28 09:16:30 null Running...
2018-01-28 09:16:31 null Running...
2018-01-28 09:16:32 null Running...
2018-01-28 09:16:33 null Running...
2018-01-28 09:16:34 null Running...
2018-01-28 09:16:35 null Running...
2018-01-28 09:16:36 null Running...
2018-01-28 09:16:37 null Running...
2018-01-28 09:16:38 null Running...
2018-01-28 09:16:39 null Running...
2018-01-28 09:16:40 null Running...
2018-01-28 09:16:41 null Running...
2018-01-28 09:16:42 null Running...
2018-01-28 09:16:43 null Running...
2018-01-28 09:16:44 null Running...
2018-01-28 09:16:45 null Running...
2018-01-28 09:16:46 null Running...
2018-01-28 09:16:47 null Running...
2018-01-28 09:16:48 null Running...
2018-01-28 09:16:49 null Running...
2018-01-28 09:16:50 null Running...
2018-01-28 09:16:51 null Running...
2018-01-28 09:16:52 null Running...
2018-01-28 09:16:53 null Running...
2018-01-28 09:16:54 null Running...
2018-01-28 09:16:55 null Running...
2018-01-28 09:16:56 null Running...
2018-01-28 09:16:57 null Running...
2018-01-28 09:16:58 null Running...
2018-01-28 09:16:59 null Running...
2018-01-28 09:17:00 null Running...
2018-01-28 09:17:01 null Running...
2018-01-28 09:17:02 null Running...
2018-01-28 09:17:03 null Running...
2018-01-28 09:17:04 null Running...
2018-01-28 09:17:05 null Running...
2018-01-28 09:17:06 null Running...
2018-01-28 09:17:07 null Running...
2018-01-28 09:17:08 null Running...
2018-01-28 09:17:09 null Running...
2018-01-28 09:17:10 null Running...
2018-01-28 09:17:11 null Running...
2018-01-28 09:17:12 null Running...
2018-01-28 09:17:13 null Running...
2018-01-28 09:17:14 null Running...
2018-01-28 09:17:15 null Running...
2018-01-28 09:17:16 null Running...
2018-01-28 09:17:17 null Running...
2018-01-28 09:17:18 null Running...
2018-01-28 09:17:19 null Running...
2018-01-28 09:17:20 null Running...
2018-01-28 09:17:21 null Running...
2018-01-28 09:17:22 null Running...
2018-01-28 09:17:23 null Running...
2018-01-28 09:17:24 null Running...
2018-01-28 09:17:25 null Running...
2018-01-28 09:17:26 null Running...
2018-01-28 09:17:27 null Running...
2018-01-28 09:17:28 null Running...
2018-01-28 09:17:29 null Running...
2018-01-28 09:17:30 null Running...
2018-01-28 09:17:31 null Running...
2018-01-28 09:17:32 null Running...
2018-01-28 09:17:33 null Running...
2018-01-28 09:17:34 null Running...
2018-01-28 09:17:35 null Running...
2018-01-28 09:17:36 null Running...
2018-01-28 09:17:37 null Running...
2018-01-28 09:17:38 null Running...
2018-01-28 09:17:39 null Running...
2018-01-28 09:17:40 null Running...
2018-01-28 09:17:41 null Running...
2018-01-28 09:17:42 null Running...
2018-01-28 09:17:43 null Running...
2018-01-28 09:17:44 null Running...
2018-01-28 09:17:45 null Running...
2018-01-28 09:17:46 null Running...
2018-01-28 09:17:47 null Running...
2018-01-28 09:17:48 null Running...
2018-01-28 09:17:49 null Running...
2018-01-28 09:17:50 null Running...
2018-01-28 09:17:51 null Running...
2018-01-28 09:17:52 null Running...
2018-01-28 09:17:53 null Running...
2018-01-28 09:17:54 null Running...
2018-01-28 09:17:55 null Running...
2018-01-28 09:17:56 null Running...
2018-01-28 09:17:57 null Running...
2018-01-28 09:17:58 null Running...
2018-01-28 09:17:59 null Running...
2018-01-28 09:18:00 null Running...
2018-01-28 09:18:01 null Running...
2018-01-28 09:18:02 null Running...
2018-01-28 09:18:03 null Running...
2018-01-28 09:18:04 null Running...
2018-01-28 09:18:05 null Running...
2018-01-28 09:18:06 null Running...
2018-01-28 09:18:07 null Running...
2018-01-28 09:18:08 null Running...
2018-01-28 09:18:09 null Running...
2018-01-28 09:18:10 null Running...
2018-01-28 09:18:11 null Running...
2018-01-28 09:18:12 null Running...
2018-01-28 09:18:13 null Running...
2018-01-28 09:18:14 null Running...
2018-01-28 09:18:15 null Running...
2018-01-28 09:18:16 null Running...
2018-01-28 09:18:17 null Running...
2018-01-28 09:18:18 null Running...
2018-01-28 09:18:19 null Running...
2018-01-28 09:18:20 null Running...
2018-01-28 09:18:21 null Running...
2018-01-28 09:18:22 null Running...
2018-01-28 09:18:23 null Running...
2018-01-28 09:18:24 null Running...
2018-01-28 09:18:25 null Running...
2018-01-28 09:18:26 null Running...
2018-01-28 09:18:27 null Running...
2018-01-28 09:18:28 null Running...
2018-01-28 09:18:29 null Running...
2018-01-28 09:18:30 null Running...
2018-01-28 09:18:31 null Running...
2018-01-28 09:18:32 null Running...
2018-01-28 09:18:33 null Running...
2018-01-28 09:18:34 null Running...
2018-01-28 09:18:35 null Running...
2018-01-28 09:18:36 null Running...
2018-01-28 09:18:37 null Running...
2018-01-28 09:18:39 null Running...
2018-01-28 09:18:40 null Running...
2018-01-28 09:18:41 null Running...
2018-01-28 09:18:42 null Running...
2018-01-28 09:18:43 null Running...
2018-01-28 09:18:44 null Running...
2018-01-28 09:18:45 null Running...
2018-01-28 09:18:46 null Running...
2018-01-28 09:18:47 null Running...
2018-01-28 09:18:48 null Running...
2018-01-28 09:18:49 null Running...
2018-01-28 09:18:50 null Running...
2018-01-28 09:18:51 null Running...
2018-01-28 09:18:52 null Running...
2018-01-28 09:18:53 null Running...
2018-01-28 09:18:54 null Running...
2018-01-28 09:18:55 null Running...
2018-01-28 09:18:56 null Running...
2018-01-28 09:18:57 null Running...
2018-01-28 09:18:58 null Running...
2018-01-28 09:18:59 null Running...
2018-01-28 09:19:00 null Running...
2018-01-28 09:19:01 null Running...
2018-01-28 09:19:02 null Running...
2018-01-28 09:19:03 null Running...
2018-01-28 09:19:04 null Running...
2018-01-28 09:19:05 null Running...
2018-01-28 09:19:06 null Running...
2018-01-28 09:19:07 null Running...
2018-01-28 09:19:08 null Running...
2018-01-28 09:19:09 null Running...
2018-01-28 09:19:10 null Running...
2018-01-28 09:19:11 null Running...
2018-01-28 09:19:12 null Running...
2018-01-28 09:19:13 null Running...
2018-01-28 09:19:14 null Running...
2018-01-28 09:19:15 null Running...
2018-01-28 09:19:16 null Running...
2018-01-28 09:19:17 null Running...
2018-01-28 09:19:18 null Running...
2018-01-28 09:19:19 null Running...
2018-01-28 09:19:20 null Running...
2018-01-28 09:19:21 null Running...
2018-01-28 09:19:22 null Running...
2018-01-28 09:19:23 null Running...
2018-01-28 09:19:24 null Running...
2018-01-28 09:19:25 null Running...
2018-01-28 09:19:26 null Running...
2018-01-28 09:19:27 null Running...
2018-01-28 09:19:28 null Running...
2018-01-28 09:19:29 null Running...
2018-01-28 09:19:30 null Running...
2018-01-28 09:19:31 null Running...
2018-01-28 09:19:32 null Running...
2018-01-28 09:19:33 null Running...
2018-01-28 09:19:34 null Running...
2018-01-28 09:19:35 null Running...
2018-01-28 09:19:36 null Running...
2018-01-28 09:19:37 null Running...
2018-01-28 09:19:38 null Running...
2018-01-28 09:19:39 null Running...
2018-01-28 09:19:40 null Running...
2018-01-28 09:19:41 null Running...
2018-01-28 09:19:42 null Running...
2018-01-28 09:19:43 null Running...
2018-01-28 09:19:44 null Running...
2018-01-28 09:19:45 null Running...
2018-01-28 09:19:46 null Running...
2018-01-28 09:19:47 null Running...
2018-01-28 09:19:48 null Running...
2018-01-28 09:19:49 null Running...
2018-01-28 09:19:50 null Running...
2018-01-28 09:19:51 null Running...
2018-01-28 09:19:52 null Running...
2018-01-28 09:19:53 null Running...
2018-01-28 09:19:54 null Running...
2018-01-28 09:19:55 null Running...
2018-01-28 09:19:56 null Running...
2018-01-28 09:19:57 null Running...
2018-01-28 09:20:57 Starting BiotoPi Daemon
2018-01-28 09:20:57 null Running...
2018-01-28 09:20:58 null Running...
2018-01-28 09:20:59 null Running...
2018-01-28 09:21:00 null Running...
2018-01-28 09:21:01 null Running...
2018-01-28 09:21:02 null Running...
2018-01-28 09:21:54 null Running...
2018-01-28 09:21:55 null Running...
2018-01-28 09:21:56 null Running...
2018-01-28 09:21:57 null Running...
2018-01-28 09:21:58 null Running...
2018-01-28 09:21:59 null Running...
2018-01-28 09:22:00 null Running...
2018-01-28 09:22:01 null Running...
2018-01-28 09:22:02 null Running...
2018-01-28 09:22:03 null Running...
2018-01-28 09:22:04 null Running...
2018-01-28 09:22:05 null Running...
2018-01-28 09:22:06 null Running...
2018-01-28 09:22:07 null Running...
2018-01-28 09:22:08 null Running...
2018-01-28 09:22:09 null Running...
2018-01-28 09:22:10 null Running...
2018-01-28 09:22:11 null Running...
2018-01-28 09:22:12 null Running...
2018-01-28 09:22:13 null Running...
2018-01-28 09:22:14 null Running...
2018-01-28 09:22:15 null Running...
2018-01-28 09:22:16 null Running...
2018-01-28 09:22:17 null Running...
2018-01-28 09:22:18 null Running...
2018-01-28 09:22:19 null Running...
2018-01-28 09:22:20 null Running...
2018-01-28 09:22:21 null Running...
2018-01-28 09:23:36 Starting BiotoPi Daemon
2018-01-28 09:23:36 null Running...
2018-01-28 09:23:37 null Running...
2018-01-28 09:23:38 null Running...
2018-01-28 09:23:39 null Running...
2018-01-28 09:23:40 null Running...
2018-01-28 09:23:41 null Running...
2018-01-28 09:23:42 null Running...
2018-01-28 09:23:43 null Running...
2018-01-28 09:23:44 null Running...
2018-01-28 09:23:45 null Running...
2018-01-28 09:23:46 null Running...
2018-01-28 09:23:47 null Running...
2018-01-28 09:23:48 null Running...
2018-01-28 09:23:49 null Running...
2018-01-28 09:23:50 null Running...
2018-01-28 09:23:51 null Running...
2018-01-28 09:23:52 null Running...
2018-01-28 09:23:53 null Running...
2018-01-28 09:23:54 null Running...
2018-01-28 09:23:55 null Running...
2018-01-28 09:23:56 null Running...
2018-01-28 09:23:57 null Running...
2018-01-28 09:23:58 null Running...
2018-01-28 09:23:59 null Running...
2018-01-28 09:24:00 null Running...
2018-01-28 09:24:01 null Running...
2018-01-28 09:24:02 null Running...
2018-01-28 09:24:03 null Running...
2018-01-28 09:24:04 null Running...
2018-01-28 09:24:05 null Running...
2018-01-28 09:24:06 null Running...
2018-01-28 09:24:07 null Running...
2018-01-28 09:24:08 null Running...
2018-01-28 09:24:09 null Running...
2018-01-28 09:24:10 null Running...
